Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,IsClosedDay,Year,Month,WeekOfYear,Day,Weekday,IsWeekend,IsMonthStart,IsMonthEnd,CompetitionOpenMonths,Promo2DurationWeeks,IsPromoMonth,SalesLag_1,SalesLag_7,SalesLag_14,SalesLag_30,SalesRollingMean_7,SalesRollingStd_7,SalesRollingMean_30,SalesRollingStd_30,SalesLog,MonthSin,MonthCos,WeekdaySin,WeekdayCos
1098,5,2015-07-03,5324,700,1,1,0,0,a,a,1830.0,11,2004,0,0,0,,False,2015,7,27,3,4,0,0,0,128,0,0,6070.0,4502.0,6174.0,6526.0,4992.0,2892.470397428471,4673.566666666667,2384.89899566841,8.580167990577626,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
767,2,2015-05-19,6939,677,1,1,0,0,a,c,13080.0,0,0,0,0,0,,False,2015,5,21,19,1,0,0,0,0,0,0,8735.0,5885.0,6762.0,0.0,4397.285714285715,3417.489512994672,4748.366666666667,3104.7226927457727,8.84505705350085,0.4999999999999999,-0.8660254037844387,0.7818314824680298,0.6234898018587336
385,3,2013-09-11,8175,691,1,1,0,1,d,a,4580.0,9,2007,0,0,0,,False,2013,9,37,11,2,0,0,0,72,0,0,9360.0,5064.0,7372.0,12828.0,6106.428571428572,3885.7875159416026,6163.566666666667,3665.235116731196,9.008958312443486,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143
124,2,2013-11-05,5271,655,1,1,0,0,a,a,1410.0,4,2003,0,0,0,,False,2013,11,45,5,1,0,0,0,127,0,0,5077.0,3489.0,4372.0,0.0,3112.8571428571427,2254.2127545680214,3023.9,1764.4748432363049,8.570165076182343,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
211,4,2014-11-06,15553,1802,1,1,0,0,a,c,350.0,11,2006,0,0,0,,False,2014,11,45,6,3,0,0,0,96,0,0,15061.0,11183.0,12196.0,14677.0,11701.714285714286,6010.406412056946,10620.366666666669,4858.5561604624745,9.652073119254888,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419
96,1,2014-08-11,4717,572,1,0,0,1,a,a,8780.0,2,2005,1,37,2009,"Jan,Apr,Jul,Oct",False,2014,8,33,11,0,0,0,0,114,256,0,0.0,8403.0,7982.0,2103.0,4986.0,2962.9175373832727,4496.166666666667,2830.346281767068,8.45914025996762,-0.8660254037844384,-0.5000000000000004,0.0,1.0
972,1,2014-01-27,2482,330,1,0,0,0,a,a,14960.0,0,0,0,0,0,,False,2014,1,5,27,0,0,0,0,0,0,0,0.0,6387.0,2607.0,2039.0,3039.714285714286,2042.3845307455151,2475.866666666667,1982.1550747178908,7.817222785508166,0.4999999999999999,0.8660254037844387,0.0,1.0
180,6,2014-08-16,5918,778,1,0,0,0,d,a,5800.0,9,2010,0,0,0,,False,2014,8,33,16,5,1,0,0,47,0,0,5492.0,5864.0,6358.0,7049.0,4719.428571428572,2126.3064891295103,5495.933333333333,2450.6296014857435,8.685922794690725,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
344,1,2013-04-29,10509,1365,1,1,0,0,a,c,300.0,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",False,2013,4,18,29,0,0,0,0,24,108,1,0.0,11123.0,6211.0,10290.0,7372.571428571428,3585.0986902800328,6210.566666666667,3580.400282797648,9.260082463870996,0.8660254037844387,-0.4999999999999998,0.0,1.0
687,4,2013-12-12,6802,647,1,0,0,0,d,c,2770.0,0,0,0,0,0,,False,2013,12,50,12,3,0,0,0,0,0,0,7040.0,10444.0,7505.0,5219.0,7182.857142857143,3390.2379674870203,7025.933333333333,3175.743615697539,8.825118970345061,-2.4492935982947064e-16,1.0,0.4338837391175582,-0.900968867902419
55,5,2014-09-05,4711,571,1,1,0,0,a,a,720.0,11,2004,0,0,0,,False,2014,9,36,5,4,0,0,0,118,0,0,5028.0,4037.0,4762.0,5106.0,4365.571428571428,2404.1573615401344,3768.7,1865.9839255322736,8.457867725331422,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191
608,5,2013-12-27,11152,1222,1,0,0,1,a,c,18370.0,2,2013,1,14,2011,"Jan,Apr,Jul,Oct",False,2013,12,52,27,4,0,0,0,10,142,0,0.0,13870.0,9547.0,9015.0,6235.285714285715,7199.572503843213,9096.966666666667,6128.594812692457,9.319463798994535,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
1115,7,2013-06-16,0,0,0,0,0,0,d,c,5350.0,0,0,1,22,2012,"Mar,Jun,Sept,Dec",True,2013,6,24,16,6,1,0,0,0,54,1,5641.0,0.0,0.0,6447.0,3723.285714285714,1787.2101829654046,4474.133333333333,2681.9473976344434,0.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
972,1,2015-04-06,0,0,0,0,b,0,a,a,14960.0,0,0,0,0,0,,True,2015,4,15,6,0,0,0,0,0,0,0,0.0,5958.0,2798.0,1336.0,3636.571428571429,2701.250257266244,2589.0,1849.7122795833363,0.0,0.8660254037844387,-0.4999999999999998,0.0,1.0
1038,1,2013-10-14,4518,421,1,0,0,0,d,a,17290.0,10,2013,0,0,0,,False,2013,10,42,14,0,0,0,0,0,0,0,0.0,8503.0,5352.0,4676.0,5776.0,2746.6514158152645,4714.533333333334,2601.0696172965054,8.41604600941128,-0.8660254037844386,0.5000000000000001,0.0,1.0
120,4,2013-07-25,5921,571,1,0,0,1,d,a,2290.0,12,2014,1,37,2009,"Jan,Apr,Jul,Oct",False,2013,7,30,25,3,0,0,0,0,201,1,5167.0,7055.0,6271.0,6033.0,5086.428571428572,2525.8673003639,6150.133333333333,2801.275014301009,8.686429508661536,-0.4999999999999998,-0.8660254037844388,0.4338837391175582,-0.900968867902419
536,7,2014-10-19,0,0,0,0,0,0,a,c,4700.0,9,2002,1,31,2013,"Feb,May,Aug,Nov",True,2014,10,42,19,6,1,0,0,145,63,0,4947.0,0.0,0.0,9493.0,5608.857142857143,2640.341103504841,6474.7,3605.337634483167,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
759,5,2013-12-13,7218,823,1,0,0,0,a,a,110.0,11,2012,1,31,2013,"Feb,May,Aug,Nov",False,2013,12,50,13,4,0,0,0,13,19,0,6506.0,8188.0,6657.0,5868.0,5702.428571428572,2718.597975497833,6233.633333333333,3109.8678814750165,8.88447171813916,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
804,2,2013-08-06,3500,328,1,0,0,1,c,c,2100.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",False,2013,8,32,6,1,0,0,0,0,31,0,3668.0,6262.0,3561.0,0.0,4462.857142857143,2114.400815721516,3882.233333333333,1976.0635143242937,8.160803920954665,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
105,5,2015-03-20,5873,634,1,1,0,0,a,c,6190.0,0,0,1,23,2013,"Mar,Jun,Sept,Dec",False,2015,3,12,20,4,0,0,0,0,93,1,5325.0,4023.0,5355.0,5232.0,4514.428571428572,2417.019573575608,4316.533333333334,1982.8835278597385,8.678291111758565,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
344,4,2014-07-17,9409,1216,1,1,0,1,a,c,300.0,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",False,2014,7,29,17,3,0,0,0,39,171,1,9247.0,7039.0,9930.0,11582.0,7717.285714285715,4116.9831071746985,7238.5,3887.0957845068615,9.149528232579426,-0.4999999999999998,-0.8660254037844388,0.4338837391175582,-0.900968867902419
808,1,2015-04-20,6546,625,1,0,0,0,a,a,18620.0,0,0,1,31,2009,"Feb,May,Aug,Nov",False,2015,4,17,20,0,0,0,0,0,298,0,0.0,11871.0,0.0,4862.0,7289.142857142857,3799.576003914643,5827.933333333333,3874.6169993889753,8.786762208441091,0.8660254037844387,-0.4999999999999998,0.0,1.0
210,1,2015-01-19,2915,290,1,0,0,0,d,a,970.0,11,1999,1,5,2013,"Feb,May,Aug,Nov",False,2015,1,4,19,0,0,0,0,182,103,0,0.0,4259.0,4528.0,4098.0,3202.5714285714284,1510.4104141085666,2642.133333333333,1781.8230055166807,7.977968093128549,0.4999999999999999,0.8660254037844387,0.0,1.0
5,6,2014-10-11,1837,233,1,0,0,0,a,a,29910.0,4,2015,0,0,0,,False,2014,10,41,11,5,1,0,0,0,0,0,5138.0,2692.0,2000.0,4557.0,4725.571428571428,2591.3151652615115,4019.866666666667,2376.3023541125613,7.516433302915632,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
1027,1,2015-07-27,17789,2170,1,1,0,0,a,c,190.0,6,2008,1,40,2011,"Jan,Apr,Jul,Oct",False,2015,7,31,27,0,0,0,0,85,199,1,0.0,12451.0,17789.0,9643.0,9601.57142857143,4316.283233568088,9900.666666666666,5245.468680505196,9.786391780659882,-0.4999999999999998,-0.8660254037844388,0.0,1.0
90,3,2014-01-22,8846,1146,1,1,0,0,a,a,330.0,11,2007,0,0,0,,False,2014,1,4,22,2,0,0,0,74,0,0,9805.0,6012.0,9478.0,14710.0,6790.142857142857,3792.91995822794,6386.633333333333,4220.815025751448,9.087833697483386,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143
1020,2,2015-07-07,7213,856,1,0,0,0,a,a,40.0,8,2015,0,0,0,,False,2015,7,28,7,1,0,0,0,0,0,0,8302.0,12089.0,7412.0,0.0,7924.571428571428,3761.480420310741,7075.633333333333,3591.804824235631,8.883778861463485,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336
198,5,2015-06-12,2229,303,1,0,0,0,a,a,290.0,9,2002,1,13,2010,"Jan,Apr,Jul,Oct",False,2015,6,24,12,4,0,0,0,153,271,0,2270.0,3832.0,3129.0,2147.0,1866.2857142857144,1212.8339697152403,2225.8333333333335,1658.1816813925254,7.709756864454165,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
335,4,2015-05-28,13995,2594,1,0,0,0,b,a,90.0,0,0,1,31,2013,"Jan,Apr,Jul,Oct",False,2015,5,22,28,3,0,0,0,0,95,0,12973.0,16152.0,9053.0,17789.0,12208.0,3011.872396588758,13564.0,3792.009466378418,9.54652685348758,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419
3,7,2014-03-02,0,0,0,0,0,0,a,a,14130.0,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",True,2014,3,9,2,6,1,0,0,87,151,0,4718.0,0.0,0.0,8097.0,4487.571428571428,2112.4286068522106,5668.966666666666,2975.5740620677752,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
1015,7,2014-05-18,0,0,0,0,0,0,d,c,9910.0,12,2010,1,9,2011,"Mar,Jun,Sept,Dec",True,2014,5,20,18,6,1,0,0,41,167,0,4572.0,0.0,0.0,0.0,3858.571428571429,1723.3128809691702,4523.933333333333,2937.227779707431,0.0,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
619,6,2014-06-07,2846,275,1,0,0,0,a,a,1600.0,6,2006,1,45,2009,"Feb,May,Aug,Nov",False,2014,6,23,7,5,1,0,0,96,238,0,4945.0,2528.0,2169.0,5365.0,4529.857142857143,2507.444477854655,3640.3,2076.9910787914578,7.954021087278037,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
53,4,2013-10-17,3667,427,1,0,0,1,a,c,30360.0,9,2013,0,0,0,,False,2013,10,42,17,3,0,0,0,1,0,0,3889.0,4778.0,0.0,3463.0,3636.428571428571,1796.597047860468,3909.9333333333334,2074.144342620106,8.207401833376355,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
806,4,2015-07-30,9210,616,1,1,0,0,d,a,260.0,0,0,1,44,2010,"Feb,May,Aug,Nov",False,2015,7,31,30,3,0,0,0,0,247,0,9879.0,5133.0,7055.0,8929.0,6549.142857142857,3750.7814043019303,5889.866666666667,2955.9952490901765,9.128153700988236,-0.4999999999999998,-0.8660254037844388,0.4338837391175582,-0.900968867902419
309,6,2014-08-30,5748,525,1,0,0,0,d,a,8740.0,0,0,1,37,2009,"Feb,May,Aug,Nov",False,2014,8,35,30,5,1,0,0,0,258,1,6108.0,5485.0,5087.0,8194.0,4464.714285714285,2027.9332430075945,5855.066666666667,2866.6999762833557,8.656781205623291,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
588,4,2014-10-09,6493,713,1,1,0,0,d,c,15720.0,3,2010,0,0,0,,False,2014,10,41,9,3,0,0,0,55,0,0,5982.0,7808.0,4975.0,4992.0,4859.571428571428,3438.791544382166,5055.133333333333,2544.898693645689,8.77863395266279,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
166,5,2014-11-21,4414,688,1,0,0,0,a,c,100.0,4,2014,1,31,2013,"Jan,Apr,Jul,Oct",False,2014,11,47,21,4,0,0,0,7,68,0,4708.0,5288.0,5945.0,3830.0,4197.571428571428,1946.5695344325688,4475.666666666667,2180.971285259491,8.392763113038061,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
70,1,2014-10-27,5360,592,1,0,0,1,c,c,4840.0,0,0,0,0,0,,False,2014,10,44,27,0,0,0,0,0,0,0,0.0,8425.0,5272.0,5062.0,5692.714285714285,2729.689708513027,5245.6,2940.329603855721,8.586905803827538,-0.8660254037844386,0.5000000000000001,0.0,1.0
516,1,2014-05-05,9056,1032,1,1,0,0,a,c,20.0,0,0,1,35,2010,"Mar,Jun,Sept,Dec",False,2014,5,19,5,0,0,0,0,0,192,0,0.0,9492.0,0.0,4833.0,5626.0,4028.163518693517,4417.666666666667,3170.794508651096,9.111293218374948,0.4999999999999999,-0.8660254037844387,0.0,1.0
512,6,2015-04-04,6165,1233,1,0,0,0,b,b,590.0,0,0,1,5,2013,"Mar,Jun,Sept,Dec",False,2015,4,14,4,5,1,0,0,0,113,0,8846.0,4756.0,4767.0,6175.0,7376.857142857143,1425.01560559544,6347.5,1189.6624485034872,8.726805608446096,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
16,5,2015-01-30,9546,921,1,1,0,0,a,c,3270.0,0,0,0,0,0,,False,2015,1,5,30,4,0,0,0,0,0,0,8451.0,6162.0,8338.0,4720.0,6746.142857142857,3377.3407896633425,6175.866666666667,3625.418679587064,9.163982247998034,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191
718,6,2014-08-16,5925,635,1,0,0,1,a,a,1100.0,6,2015,0,0,0,,False,2014,8,33,16,5,1,0,0,0,0,0,6342.0,5874.0,7470.0,8136.0,5679.428571428572,2599.674072978049,6989.133333333333,3059.2663052498046,8.68710472813351,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
232,5,2014-03-07,4232,377,1,1,0,0,c,c,13570.0,5,2010,1,10,2013,"Mar,Jun,Sept,Dec",False,2014,3,10,7,4,0,0,0,46,52,1,3287.0,3586.0,3829.0,2924.0,3017.285714285714,1439.4267046623902,2632.8333333333335,1267.5780621634965,8.350666240520924,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
183,2,2014-03-04,4821,565,1,1,0,1,a,a,9670.0,0,0,0,0,0,,False,2014,3,10,4,1,0,0,0,0,0,0,8478.0,4023.0,5516.0,0.0,3937.428571428571,2497.506480281404,3784.3,2147.667413891093,8.480944058741116,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
804,1,2013-07-15,5594,475,1,1,0,0,c,c,2100.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",False,2013,7,29,15,0,0,0,0,0,28,1,0.0,3887.0,5223.0,5410.0,3367.285714285714,1594.9547239431492,3833.7,1899.417463329218,8.629628620746026,-0.4999999999999998,-0.8660254037844388,0.0,1.0
238,5,2014-04-11,6412,1023,1,0,0,0,a,a,320.0,0,0,1,45,2009,"Feb,May,Aug,Nov",False,2014,4,15,11,4,0,0,0,0,230,0,5994.0,8695.0,6674.0,6350.0,5669.285714285715,2694.8929301109247,6116.833333333333,3085.653723653847,8.766082459148864,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
276,1,2015-02-16,5302,582,1,1,0,1,a,a,2960.0,10,2014,1,36,2013,"Mar,Jun,Sept,Dec",False,2015,2,8,16,0,0,0,0,4,76,0,0.0,2912.0,5672.0,2087.0,2750.1428571428573,1432.1733401339673,2970.0666666666666,1686.214817037081,8.57602797713713,0.8660254037844386,0.5000000000000001,0.0,1.0
687,3,2013-05-15,8284,694,1,1,0,0,d,c,2770.0,0,0,0,0,0,,False,2013,5,20,15,2,0,0,0,0,0,0,8007.0,8224.0,0.0,6095.0,6110.571428571428,4204.210225363099,6313.966666666666,3503.7625341056287,9.022201929860664,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143
291,7,2015-04-05,0,0,0,0,0,0,d,a,113790.0,0,0,0,0,0,,True,2015,4,14,5,6,1,0,0,0,0,0,8854.0,0.0,0.0,8483.0,8610.285714285714,6115.787840071134,6522.0,3974.274325432653,0.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
163,5,2015-05-15,7658,946,1,0,0,1,a,a,1480.0,4,2009,0,0,0,,False,2015,5,20,15,4,0,0,0,73,0,0,0.0,7638.0,0.0,7237.0,4992.428571428572,3441.863926089221,5683.633333333333,2998.59729831654,8.943636705909594,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
402,4,2013-11-28,5268,541,1,0,0,0,c,c,5830.0,9,2011,1,13,2010,"Jan,Apr,Jul,Oct",False,2013,11,48,28,3,0,0,0,26,191,0,4693.0,5293.0,3875.0,4654.0,4756.428571428572,2227.75775591684,4796.666666666667,2451.108001859897,8.569595870209286,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419
802,6,2013-06-08,6044,512,1,0,0,0,a,c,910.0,0,0,1,22,2011,"Feb,May,Aug,Nov",False,2013,6,23,8,5,1,0,0,0,105,0,7465.0,6942.0,5625.0,0.0,6287.285714285715,2872.7083454634276,5579.333333333333,3013.1133209783966,8.706986763048892,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
538,5,2013-09-27,3656,562,1,1,0,0,a,a,990.0,2,2010,0,0,0,,False,2013,9,39,27,4,0,0,0,43,0,0,4046.0,2945.0,3642.0,3976.0,3340.0,1866.1419202908075,3168.7,1564.582353658417,8.204398418149381,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191
415,7,2015-04-26,0,0,0,0,0,0,d,c,6910.0,4,2005,0,0,0,,True,2015,4,17,26,6,1,0,0,120,0,0,6829.0,0.0,0.0,5959.0,4435.857142857143,2096.3698328755017,5449.666666666667,3220.971456942266,0.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
1017,1,2013-05-20,0,0,0,0,a,1,c,a,110.0,11,2008,0,0,0,,True,2013,5,21,20,0,0,0,0,54,0,0,0.0,9296.0,7543.0,5193.0,6620.142857142857,3144.2933720509936,5807.166666666667,3526.6637461148625,0.0,0.4999999999999999,-0.8660254037844387,0.0,1.0
183,5,2014-01-24,3333,426,1,1,0,0,a,a,9670.0,0,0,0,0,0,,False,2014,1,4,24,4,0,0,0,0,0,0,4720.0,3252.0,4654.0,0.0,4094.857142857142,2401.270526795582,3443.2,2484.2726459288533,8.111928063310739,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191
877,4,2014-06-12,5748,845,1,0,0,0,a,c,29190.0,0,0,0,0,0,,False,2014,6,24,12,3,0,0,0,0,0,0,6116.0,6332.0,0.0,4968.0,4399.571428571428,3040.53777354945,5053.166666666667,2592.079142620684,8.656781205623291,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419
959,4,2014-07-31,9487,925,1,1,0,1,a,c,1060.0,12,2005,0,0,0,,False,2014,7,31,31,3,0,0,1,103,0,0,7893.0,5700.0,7271.0,9474.0,5598.0,3005.698920384404,5910.233333333334,2857.145617851704,9.157783121237507,-0.4999999999999998,-0.8660254037844388,0.4338837391175582,-0.900968867902419
768,6,2013-02-02,11901,1251,1,0,0,0,a,c,2630.0,9,2012,0,0,0,,False,2013,2,5,2,5,1,0,0,5,0,0,12488.0,8648.0,9415.0,10823.0,8551.57142857143,4193.622493626199,9854.766666666666,4672.769389908341,9.384461732204798,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
10,3,2014-12-17,7015,674,1,1,0,0,a,a,3160.0,9,2009,0,0,0,,False,2014,12,51,17,2,0,0,0,63,0,0,7707.0,5268.0,6532.0,5346.0,5383.0,2808.8129758553373,5437.733333333334,2406.058745138506,8.855948534052018,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.2225209339563143
491,2,2013-02-19,6345,482,1,1,0,0,d,c,4680.0,0,0,1,22,2012,"Mar,Jun,Sept,Dec",False,2013,2,8,19,1,0,0,0,0,38,0,9171.0,3181.0,6410.0,0.0,4593.142857142857,2768.7719557336504,4683.966666666666,2457.34290876637,8.75557997214314,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
593,3,2013-07-03,9568,1218,1,1,0,1,a,c,33060.0,3,2010,0,0,0,,False,2013,7,27,3,2,0,0,0,40,0,0,11348.0,7643.0,8052.0,12473.0,8344.714285714286,4369.1489909090915,8081.633333333333,3690.0996480642216,9.166283985779264,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.2225209339563143
547,4,2013-02-28,5175,361,1,0,0,0,d,c,8990.0,11,2009,1,35,2010,"Mar,Jun,Sept,Dec",False,2013,2,9,28,3,0,0,1,39,130,0,4096.0,4731.0,3972.0,3991.0,3873.0,1785.5264396436876,3858.4333333333334,1720.5293829142431,8.551787836180736,0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
163,5,2013-10-11,7148,839,1,1,0,1,a,a,1480.0,4,2009,0,0,0,,False,2013,10,41,11,4,0,0,0,54,0,0,6305.0,7868.0,7375.0,7691.0,6272.285714285715,3015.004240698278,5697.133333333333,2736.8394902519017,8.874727765766853,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
916,7,2015-01-04,0,0,0,0,0,0,a,a,90.0,11,2012,0,0,0,,True,2015,1,1,4,6,1,0,0,26,0,0,4872.0,0.0,0.0,7114.0,3846.857142857142,2918.733425567298,4827.7,3046.7112076399044,0.0,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334
762,4,2013-01-31,3199,345,1,0,0,0,d,c,1280.0,0,0,1,10,2013,"Mar,Jun,Sept,Dec",False,2013,1,5,31,3,0,0,1,0,0,0,2566.0,8029.0,0.0,0.0,4302.285714285715,3146.354489155437,2369.3,4000.3372284570346,8.070906088787819,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419
346,7,2013-07-28,0,0,0,0,0,0,a,c,8090.0,0,0,0,0,0,,True,2013,7,30,28,6,1,0,0,0,0,0,4029.0,0.0,0.0,6581.0,4749.428571428572,2250.612646750717,5561.366666666667,2580.8636015653883,0.0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
709,3,2014-10-15,9300,1382,1,0,0,0,a,a,500.0,12,2010,0,0,0,,False,2014,10,42,15,2,0,0,0,46,0,0,10829.0,12157.0,12451.0,13847.0,8693.0,4806.557153167601,8642.066666666668,4954.858987055964,9.137877200242468,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
973,5,2013-03-15,4595,636,1,0,0,0,d,c,330.0,0,0,1,28,2012,"Jan,Apr,Jul,Oct",False,2013,3,11,15,4,0,0,0,0,35,0,4298.0,5266.0,4988.0,3679.0,3773.428571428571,1741.4222020274942,4188.866666666667,1932.5015900128772,8.432941638968646,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
121,1,2013-12-16,9689,887,1,1,0,0,a,a,3570.0,11,2009,1,36,2013,"Mar,Jun,Sept,Dec",False,2013,12,51,16,0,0,0,0,49,15,1,0.0,4553.0,7918.0,3011.0,4092.857142857142,1964.7244445105116,4286.6,2548.7190914058283,9.178849704884811,-2.4492935982947064e-16,1.0,0.0,1.0
1073,7,2015-02-15,0,0,0,0,0,0,a,c,1710.0,0,0,1,44,2012,"Jan,Apr,Jul,Oct",True,2015,2,7,15,6,1,0,0,0,119,0,5985.0,0.0,0.0,8208.0,5502.571428571428,2438.7215815629597,5952.033333333334,2564.6445809189186,0.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
1015,7,2014-03-16,0,0,0,0,0,0,d,c,9910.0,12,2010,1,9,2011,"Mar,Jun,Sept,Dec",True,2014,3,11,16,6,1,0,0,39,158,1,4944.0,0.0,0.0,5431.0,4027.857142857142,1808.2523264717413,4959.566666666667,2297.5470080115847,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
344,5,2014-03-07,8871,1186,1,1,0,1,a,c,300.0,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",False,2014,3,10,7,4,0,0,0,35,152,0,9472.0,7730.0,9025.0,9257.0,8697.142857142857,4498.396545013612,7138.366666666667,3545.8549524308173,9.090655529030204,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
763,4,2013-08-22,4159,518,1,0,0,0,d,c,32240.0,3,2010,0,0,0,,False,2013,8,34,22,3,0,0,0,41,0,0,4366.0,6659.0,5773.0,4184.0,4612.142857142857,2343.311576136886,5632.5,2657.165442657865,8.333270353255308,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419
874,6,2014-06-14,4760,530,1,0,0,0,a,a,3210.0,0,0,0,0,0,,False,2014,6,24,14,5,1,0,0,0,0,0,4501.0,5017.0,5098.0,3553.0,3071.285714285714,2136.6741066656036,3757.1666666666665,2068.684040862585,8.46821300919452,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
217,2,2014-01-07,4772,673,1,1,0,0,c,a,3150.0,0,0,0,0,0,,False,2014,1,2,7,1,0,0,0,0,0,0,5512.0,4059.0,5095.0,0.0,3208.8571428571427,2263.0436310841396,3978.766666666667,2707.2837473205036,8.470730317005897,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336
770,7,2014-12-21,0,0,0,0,0,0,a,c,100.0,4,2015,0,0,0,,True,2014,12,51,21,6,1,0,0,0,0,0,6484.0,0.0,0.0,6221.0,8576.142857142857,4389.85532899707,7195.033333333334,3566.4342811285883,0.0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
193,6,2014-02-08,4229,686,1,0,0,0,a,a,520.0,0,0,0,0,0,,False,2014,2,6,8,5,1,0,0,0,0,0,4794.0,4626.0,4060.0,6628.0,5956.571428571428,3265.831688719991,4564.933333333333,2566.6635653063768,8.349957272040324,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
427,4,2014-05-22,6771,746,1,1,0,0,a,c,70.0,7,2005,1,13,2010,"Jan,Apr,Jul,Oct",False,2014,5,21,22,3,0,0,0,106,216,0,7526.0,5514.0,8053.0,5769.0,6487.285714285715,3529.998475650549,6391.0,3593.2308869451376,8.820551743253025,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419
